"Feature","Data_Type","Category","Sub_Category","TCGA-23-1021","TCGA-23-1022","TCGA-23-1023","TCGA-23-1024","TCGA-23-1026","TCGA-23-1027","TCGA-23-1028","TCGA-23-1029","TCGA-23-1030","TCGA-23-1031","TCGA-23-1032","TCGA-23-1109","TCGA-23-1110","TCGA-23-1111","TCGA-23-1113","TCGA-23-1114","TCGA-23-1116","TCGA-23-1117","TCGA-23-1118","TCGA-23-1119","TCGA-23-1120","TCGA-23-1121","TCGA-23-1122","TCGA-23-1123","TCGA-23-1809","TCGA-23-2072","TCGA-23-2077","TCGA-23-2078","TCGA-23-2079","TCGA-23-2081","TCGA-23-2084","TCGA-23-2641","TCGA-23-2643","TCGA-23-2645","TCGA-23-2647","TCGA-23-2649","TCGA-25-1312","TCGA-25-1313","TCGA-25-1314","TCGA-25-1315","TCGA-25-1316","TCGA-25-1317","TCGA-25-1318","TCGA-25-1319","TCGA-25-1320","TCGA-25-1321","TCGA-25-1322","TCGA-25-1323","TCGA-25-1324","TCGA-25-1326","TCGA-25-1328","TCGA-25-1329","TCGA-25-1623","TCGA-25-1625","TCGA-25-1626","TCGA-25-1627","TCGA-25-1630","TCGA-25-1631","TCGA-25-1632","TCGA-25-1634","TCGA-25-1635","TCGA-25-1870","TCGA-25-1871","TCGA-25-1877","TCGA-25-1878","TCGA-25-2042","TCGA-25-2391","TCGA-25-2392","TCGA-25-2393","TCGA-25-2396","TCGA-25-2397","TCGA-25-2399","TCGA-25-2400","TCGA-25-2401","TCGA-25-2404","TCGA-25-2408","TCGA-25-2409","TCGA-3P-A9WA","TCGA-42-2582","TCGA-42-2587","TCGA-42-2588","TCGA-42-2589","TCGA-42-2590","TCGA-42-2591","TCGA-42-2593","TCGA-57-1582","TCGA-57-1583","TCGA-57-1585","TCGA-57-1586","TCGA-57-1992","TCGA-57-1993","TCGA-57-1994","TCGA-59-A5PD","TCGA-5X-AA5U","TCGA-OY-A56P","TCGA-OY-A56Q","TCGA-WR-A838"
"10thPercentile_NH_F12","num","Nuclear","Nuclear",0.02845027,0.02512513,0.02450591,0.02508557,0.0281557,0.0283714,0.02546764,0.02803122,0.02453323,0.02579232,0.02861066,0.02371517,0.02421286,0.02537096,0.02657918,0.02427148,0.02517982,0.02355889,0.0239138,0.02469888,0.02784574,0.02525897,0.02687872,0.02772314,0.02760656,0.02400119,0.02428861,0.02519744,0.03031263,0.02368393,0.02626062,0.02875928,0.02783845,0.02544001,0.02754326,0.02689448,0.02552577,0.03495056,0.03901786,0.0319122,0.03105361,0.02560554,0.04084603,0.02570379,0.02941364,0.03092828,0.03202435,0.02924328,0.02566891,0.03375536,0.02486156,0.02318468,0.02418217,0.0241582,0.02356542,0.02656893,0.02964501,0.04397948,0.03027234,0.02626126,0.0252489,0.02542465,0.02516323,0.02371158,0.02737805,0.02806898,0.0344925,0.02289082,0.02539324,0.02477131,0.02454046,0.02645822,0.02482721,0.02411454,0.02457142,0.02299548,0.03252515,0.0268159,0.02311021,0.02275772,0.02303429,0.02450903,0.0232619,0.0232457,0.02256703,0.0246024,0.02824491,0.0319076,0.02549238,0.02868217,0.02518613,0.02302083,0.02732741,0.02679403,0.02631522,0.02938159,0.02426064
"25thPercentile_NH_F12","num","Nuclear","Nuclear",0.03709894,0.02846626,0.02740239,0.02894953,0.03438594,0.03512155,0.02944588,0.03455443,0.02746579,0.03066824,0.03500259,0.02524186,0.0265073,0.02984285,0.03154103,0.02687841,0.02935147,0.0259525,0.02599131,0.02798188,0.03430119,0.0287686,0.03253111,0.03327492,0.03477197,0.02669891,0.02655437,0.02856854,0.03660473,0.02587791,0.03206058,0.03565285,0.03514187,0.02969821,0.03400753,0.033816,0.02895972,0.04509579,0.04695043,0.04322249,0.03996082,0.03002412,0.05139233,0.03036416,0.04047299,0.03913038,0.04471024,0.03725712,0.03201625,0.04552085,0.02907106,0.02483094,0.02688773,0.02711265,0.02545731,0.03473266,0.0427987,0.05384357,0.03872832,0.03338693,0.03147748,0.03125737,0.02907691,0.02562878,0.03742908,0.0395148,0.04495207,0.02484416,0.03109866,0.02948542,0.02896083,0.03444357,0.02905328,0.02735957,0.02825026,0.02460583,0.04098703,0.03255253,0.02512923,0.02451072,0.02486561,0.02815416,0.02548675,0.02543871,0.02414447,0.02657003,0.0349505,0.0404803,0.02851792,0.03483856,0.02750876,0.02471116,0.03386721,0.03182903,0.03063994,0.03620407,0.02596763
"median_NH_F12","num","Nuclear","Nuclear",0.04859806,0.03473501,0.03325444,0.03649445,0.04353798,0.04443252,0.03672564,0.04435838,0.0328704,0.03901032,0.043827,0.02772191,0.03132028,0.0378294,0.03966119,0.03244495,0.037328,0.03086751,0.0308315,0.03502413,0.04402836,0.03772862,0.0416181,0.04162268,0.04521839,0.03210178,0.03070224,0.03487831,0.04474681,0.03038323,0.04170503,0.04546263,0.04590152,0.03957384,0.04345645,0.0443755,0.03542687,0.05435775,0.05547841,0.05516588,0.0506249,0.03780213,0.0620145,0.04061764,0.05349109,0.04871611,0.057663,0.04975727,0.0460613,0.05709704,0.03686586,0.02792667,0.03481805,0.03402661,0.03011595,0.04547523,0.05791454,0.06486824,0.04866334,0.04766519,0.04730481,0.04688261,0.03825353,0.02894742,0.05137179,0.05307674,0.05587058,0.0292035,0.04562891,0.04166498,0.04235113,0.046947,0.03842942,0.03790335,0.0394434,0.02729701,0.0517861,0.04119507,0.02849033,0.02727041,0.027999,0.03669907,0.03002015,0.02963027,0.02651586,0.02993665,0.04508917,0.05086151,0.0343173,0.04351976,0.03185564,0.02724088,0.04466049,0.04034589,0.03944804,0.04446125,0.02883628
"mean_NH_F12","num","Nuclear","Nuclear",0.05017975,0.03714087,0.03603084,0.03968944,0.04553965,0.04627371,0.03883177,0.04626809,0.03521821,0.04116547,0.04584089,0.02984134,0.03471487,0.04030597,0.04179104,0.03607809,0.04013496,0.03428334,0.03537429,0.03809137,0.04630871,0.04037505,0.04385526,0.04376412,0.04699198,0.03503361,0.0337708,0.03752849,0.04626181,0.03396644,0.04349898,0.04772252,0.04737635,0.04241497,0.04570607,0.04732006,0.03849532,0.05483871,0.05549277,0.05500644,0.05184147,0.04026045,0.06181224,0.04338576,0.05315543,0.04890948,0.05748028,0.05078609,0.04732637,0.05647761,0.03944522,0.03318591,0.04062742,0.03736724,0.03588003,0.04625671,0.05745028,0.0650333,0.04914409,0.04879502,0.04834068,0.04939533,0.04182407,0.0322892,0.05141329,0.05343521,0.05653341,0.03377356,0.0477019,0.04394359,0.04426439,0.0503124,0.04157447,0.04084678,0.0427772,0.02995006,0.05376077,0.04314711,0.03132166,0.02962168,0.03129643,0.04014114,0.03377275,0.0332986,0.02758297,0.03193992,0.04742332,0.05157292,0.03663345,0.04423644,0.03398545,0.02888227,0.04788823,0.04241918,0.04109391,0.04558888,0.03132836
"75thPercentile_NH_F12","num","Nuclear","Nuclear",0.06085175,0.04304877,0.04206133,0.0470132,0.05441074,0.05518965,0.04560269,0.05528591,0.0404012,0.0491771,0.05427784,0.03214529,0.03984665,0.0481562,0.04933899,0.04206299,0.04758133,0.03934404,0.04002318,0.04530773,0.05568027,0.04866014,0.05252186,0.0516547,0.05671296,0.04038542,0.03839478,0.04381514,0.0540252,0.038788,0.05233418,0.057103,0.05749167,0.05139934,0.05458839,0.05718175,0.04491104,0.06416485,0.06372341,0.0660106,0.06194596,0.04798371,0.07209999,0.05387816,0.06463313,0.05797525,0.06965926,0.06255693,0.0601326,0.06714745,0.04661952,0.03641504,0.05200048,0.04446168,0.04246813,0.05620727,0.07095172,0.0757564,0.05841309,0.06159718,0.06203358,0.06344703,0.0511812,0.03574611,0.06374445,0.06573605,0.06722974,0.03910643,0.06050465,0.05477605,0.05581511,0.06245069,0.05085679,0.05183514,0.05336204,0.03231756,0.06471133,0.05118657,0.03444492,0.03169138,0.03390804,0.04863829,0.03885148,0.03778945,0.02969638,0.0357001,0.05733907,0.06181066,0.04233126,0.05229931,0.03830993,0.03104515,0.05823009,0.05018423,0.04922145,0.05338799,0.03407709
"90thPercentile_NH_F12","num","Nuclear","Nuclear",0.0732752,0.05257808,0.05168149,0.05857371,0.0654413,0.06582254,0.0551696,0.06681546,0.0492018,0.05910664,0.06550659,0.03865793,0.05008614,0.05855086,0.05979344,0.05309527,0.05870067,0.04971031,0.05546926,0.05582648,0.06747401,0.06005311,0.06359717,0.06244436,0.06814729,0.05006622,0.04787009,0.0534696,0.06380606,0.04956097,0.06299792,0.06921032,0.06845924,0.06340909,0.06652184,0.07101677,0.05578544,0.07400898,0.07179677,0.07646047,0.07337251,0.05858115,0.08089886,0.06487945,0.07452237,0.06658867,0.08086594,0.07313952,0.07080938,0.07689257,0.05794482,0.05298369,0.06517964,0.05538114,0.05724199,0.06542563,0.08200011,0.08630075,0.06761044,0.07235868,0.07328,0.0776856,0.06392287,0.04580169,0.07398913,0.07779192,0.07850665,0.05154399,0.07347102,0.06661358,0.06772537,0.07868375,0.0633656,0.06204127,0.06660675,0.04051345,0.07712708,0.06182112,0.04334258,0.03902761,0.04392662,0.06068959,0.04950627,0.04845444,0.0337384,0.04181616,0.06924195,0.07137603,0.05073784,0.06040762,0.04584545,0.03640946,0.07229136,0.06093878,0.05815878,0.06246632,0.04202253
"95thPercentile_NH_F12","num","Nuclear","Nuclear",0.08148351,0.05912003,0.05787206,0.06670319,0.07232573,0.07257881,0.06167602,0.07428931,0.05531224,0.06536715,0.07317898,0.04388445,0.0570498,0.06552903,0.06690684,0.06039516,0.06669854,0.05722058,0.06639686,0.06299217,0.07510538,0.06639731,0.07112996,0.06965796,0.07592896,0.05721106,0.05432114,0.06002646,0.07028938,0.05659441,0.06944294,0.07716593,0.07553809,0.07205493,0.07401151,0.08100894,0.06332055,0.08040788,0.07677457,0.08307046,0.08107259,0.06461936,0.08694108,0.07192964,0.08113803,0.07131829,0.08747612,0.07940904,0.076433,0.08333097,0.06501023,0.06204965,0.07250911,0.06277861,0.06592331,0.07170815,0.08862722,0.09340802,0.07359326,0.07901429,0.07988721,0.08590573,0.07153492,0.05288758,0.08043631,0.08489624,0.08585064,0.05956155,0.08147679,0.07437665,0.07488501,0.08837691,0.07043128,0.06807194,0.07499615,0.04643683,0.08535061,0.0687858,0.05013903,0.04579251,0.05222081,0.06889664,0.05685966,0.05608849,0.03689099,0.04618923,0.07715664,0.07752496,0.05664505,0.06553288,0.05062146,0.04103463,0.08210931,0.06798338,0.06408098,0.06843405,0.04775095
"99thPercentile_NH_F12","num","Nuclear","Nuclear",0.09774484,0.072848,0.07080321,0.08402999,0.0878461,0.08938166,0.07448433,0.09027766,0.06841044,0.08006359,0.08811001,0.05668883,0.07245119,0.08105777,0.08083991,0.07665525,0.08416673,0.07303052,0.08217526,0.07709968,0.09146539,0.0821427,0.08657621,0.08484771,0.09173032,0.07202475,0.06610838,0.07519794,0.08351323,0.073654,0.08390887,0.09532733,0.08908069,0.09034689,0.09063248,0.10424249,0.07798605,0.09442098,0.08810648,0.09524956,0.09708855,0.07684087,0.10335574,0.08760834,0.09499697,0.08188728,0.10219573,0.09062346,0.08799847,0.09503536,0.07769475,0.07956813,0.08580352,0.07889931,0.08212868,0.08599273,0.10275735,0.10877078,0.0856501,0.09368548,0.09270262,0.10191942,0.08607545,0.06856559,0.09355602,0.09912316,0.10242671,0.07600777,0.09787145,0.08871873,0.0888752,0.10846635,0.08681027,0.07956969,0.08987599,0.0615676,0.1031003,0.08456162,0.0659861,0.06226881,0.07230056,0.08602731,0.0737181,0.07216951,0.04548921,0.05628765,0.09309587,0.08930748,0.07199387,0.0760417,0.06156751,0.05309887,0.10235832,0.08283251,0.07592048,0.0824104,0.06046642
"maximum_NH_F12","num","Nuclear","Nuclear",0.14086174,0.15897555,0.13547087,0.13495418,0.12970856,0.13790461,0.1201461,0.13348823,0.11224852,0.11906423,0.13504708,0.10980203,0.12391867,0.13068708,0.12024455,0.137344,0.14215282,0.1277897,0.08638282,0.1089037,0.15520789,0.11799875,0.13119063,0.12403061,0.18107096,0.12471383,0.11326001,0.11742083,0.17642312,0.13462679,0.12389822,0.14645846,0.13359818,0.14434842,0.14476076,0.15516917,0.13484539,0.1084712,0.12609375,0.15473994,0.15536096,0.1113233,0.13376684,0.1250554,0.16673216,0.13210756,0.13512334,0.13761284,0.17402148,0.11258875,0.12961714,0.19055893,0.14658589,0.12344724,0.13868757,0.1405557,0.14324793,0.1540987,0.11545562,0.13294569,0.12812929,0.1506721,0.1429101,0.10534819,0.14351273,0.12462374,0.14872904,0.1176362,0.14190664,0.13607327,0.14611863,0.15742299,0.11855816,0.11484444,0.13512001,0.1077658,0.14320547,0.12812342,0.16301172,0.15555556,0.17285813,0.13097434,0.14205735,0.12735225,0.10364883,0.11627907,0.17672594,0.15000769,0.10348801,0.10663078,0.12744847,0.109306,0.16358025,0.13719903,0.12970886,0.16006761,0.13286429
"entropy_NH_F12","num","Nuclear","Nuclear",5.083066,5.282039,5.18536,5.033291,5.210257,5.112232,4.963735,4.864176,5.321633,4.995291,5.248621,5.592336,5.189803,4.967326,5.2087,5.02391,4.952862,5.123564,2.99343,5.051646,5.246369,3.865337,5.177295,5.324264,4.97678,5.266249,5.067902,5.213347,5.374514,5.097438,5.002822,5.229932,4.890539,4.896447,5.02109,4.99907,4.946429,4.029561,5.057594,5.123571,5.392214,4.939167,4.428751,4.667601,4.991788,4.841682,4.768176,4.719615,4.762659,4.657772,4.293335,5.269093,4.462966,5.002326,4.882447,4.859338,4.721158,3.993995,5.273974,4.581,4.776259,4.617653,4.913868,5.170152,4.770217,4.964452,5.120263,4.868643,4.421859,4.859206,4.777915,4.883795,4.783369,4.743883,4.74334,4.803382,4.964601,5.184069,5.372718,5.341522,5.203575,5.124112,5.124653,5.158262,5.456382,5.031269,4.854145,4.747221,4.82782,5.082651,4.662518,5.293771,5.185502,5.13419,4.795197,5.291363,5.348442
"minimum_NH_F13","num","Nuclear","Nuclear",4.41142,4.362353,4.51317,4.444417,4.424017,4.415507,4.566093,4.513086,4.719639,4.610673,4.570858,4.477159,4.554382,4.514687,4.475558,4.316406,4.501304,4.44252,4.743188,4.668802,4.472453,4.707451,4.481506,4.553907,4.288133,4.580694,4.569364,4.505329,4.377857,4.382074,4.463134,4.371197,4.460395,4.558465,4.351373,4.427662,4.592486,4.628904,4.478109,4.336268,4.39604,4.602566,4.439798,4.533676,4.232608,4.45886,4.468941,4.558506,4.260486,4.552501,4.58845,4.138948,4.472933,4.585832,4.540877,4.515343,4.431692,4.408489,4.464239,4.497423,4.470748,4.440212,4.447617,4.696527,4.491689,4.493771,4.376495,4.616048,4.517035,4.459405,4.532511,4.384173,4.550965,4.582668,4.469029,4.557013,4.497507,4.583547,4.412586,4.33994,4.272155,4.498263,4.460663,4.464509,4.501721,4.572279,4.343387,4.442567,4.513289,4.650565,4.582365,4.620875,4.288906,4.421091,4.371507,4.430788,4.310637
"1thPercentile_NH_F13","num","Nuclear","Nuclear",4.763105,4.94887,4.958678,4.866971,4.783454,4.791748,4.916554,4.807385,4.994382,4.877434,4.844342,5.069083,4.958867,4.89524,4.859632,4.929137,4.89079,4.955532,4.866737,4.929601,4.811106,4.846255,4.858296,4.855935,4.777792,4.99184,4.961303,4.918647,4.837229,4.934795,4.845652,4.77936,4.815076,4.847545,4.824056,4.729511,4.853687,4.772641,4.805763,4.767299,4.793031,4.925013,4.683822,4.785453,4.751289,4.846355,4.720525,4.745407,4.79847,4.761554,4.931997,4.948858,4.856372,4.972255,4.866197,4.855181,4.715171,4.682829,4.838748,4.747584,4.764776,4.75833,4.841853,5.016696,4.787596,4.759382,4.722013,4.949171,4.802084,4.865454,4.880715,4.717992,4.878356,4.904624,4.87244,5.129539,4.747277,4.909982,4.992755,5.027672,4.966253,4.896328,4.966918,4.97295,5.001408,5.057313,4.765291,4.775341,4.943363,4.850151,4.962639,5.041335,4.7794,4.821805,4.882479,4.832795,4.997371
"5thPercentile_NH_F13","num","Nuclear","Nuclear",4.904168,5.103798,5.10441,5.037725,4.929196,4.931667,5.05258,4.957988,5.139035,5.01286,4.990261,5.2201,5.111661,5.051127,4.997208,5.102592,5.047989,5.13294,5.065739,5.080219,4.954135,4.992873,5.0095,5.001577,4.909384,5.14106,5.094191,5.077201,4.967681,5.119109,4.989981,4.925702,4.944838,5.006946,4.969034,4.90599,4.998027,4.878994,4.925196,4.887827,4.93352,5.058118,4.803997,4.912976,4.878176,4.953847,4.845316,4.859026,4.912948,4.865187,5.075121,5.127025,4.994945,5.137189,5.02615,5.002625,4.833734,4.782176,4.962993,4.899887,4.885445,4.890286,4.98386,5.179329,4.897003,4.888646,4.858463,5.121254,4.943259,5.000911,5.017239,4.873929,5.026977,5.02565,5.013869,5.263257,4.886809,5.065607,5.158048,5.195575,5.146708,5.053586,5.140768,5.131556,5.17841,5.1722,4.901516,4.886544,5.070007,4.947453,5.090444,5.197691,4.946948,4.961548,5.003156,4.980351,5.146225
"10thPercentile_NH_F13","num","Nuclear","Nuclear",4.980779,5.177281,5.177599,5.119722,5.0011,4.998419,5.131276,5.03001,5.211251,5.083868,5.066157,5.293676,5.193515,5.132708,5.069256,5.179409,5.128689,5.218967,5.190972,5.159493,5.031047,5.075136,5.085485,5.075659,4.980877,5.224694,5.162636,5.152041,5.032704,5.206943,5.058257,5.005312,5.010153,5.088146,5.045582,4.993105,5.078609,4.9473,4.981516,4.954348,5.007744,5.136583,4.866647,4.991194,4.946467,5.018063,4.922575,4.927552,4.978097,4.92806,5.170069,5.216821,5.069107,5.215049,5.130549,5.071041,4.899761,4.85313,5.033164,4.972186,4.957025,4.969436,5.074338,5.257095,4.968251,4.961166,4.926126,5.212391,5.026218,5.081245,5.092939,4.964331,5.115949,5.089571,5.09388,5.330138,4.963393,5.1418,5.235307,5.272899,5.227056,5.138542,5.220901,5.219175,5.262872,5.234236,4.977354,4.949737,5.138602,5.00495,5.158802,5.269116,5.041573,5.036505,5.067316,5.044906,5.221926
"25thPercentile_NH_F13","num","Nuclear","Nuclear",5.113298,5.297299,5.298717,5.252975,5.118874,5.105547,5.249333,5.157094,5.324216,5.203028,5.195257,5.398689,5.323555,5.260339,5.193364,5.312048,5.256112,5.357994,5.338074,5.287139,5.158563,5.204997,5.210866,5.20155,5.099677,5.349546,5.273425,5.270945,5.141151,5.340151,5.174584,5.134744,5.125181,5.217734,5.172692,5.1329,5.212997,5.055581,5.072708,5.067366,5.134395,5.260012,4.968254,5.126105,5.062834,5.119501,5.036864,5.057653,5.103247,5.035509,5.298771,5.375447,5.221181,5.341865,5.312098,5.183094,5.01541,4.955024,5.139409,5.10057,5.083476,5.123125,5.222778,5.37707,5.087031,5.093338,5.042078,5.358477,5.170307,5.207678,5.222642,5.132943,5.268344,5.21315,5.239231,5.433729,5.099241,5.267183,5.357459,5.392021,5.357102,5.273171,5.353035,5.345056,5.385506,5.334765,5.109543,5.05869,5.255104,5.101483,5.269662,5.383882,5.190049,5.163508,5.167953,5.151477,5.334807
"median_NH_F13","num","Nuclear","Nuclear",5.259288,5.419627,5.424608,5.396272,5.252787,5.230678,5.382144,5.298417,5.442604,5.341586,5.330974,5.493075,5.449421,5.397728,5.327195,5.440935,5.388575,5.483587,5.459019,5.421456,5.303598,5.349285,5.347538,5.335314,5.242746,5.470281,5.398521,5.400945,5.258805,5.467002,5.314588,5.274127,5.257668,5.360697,5.313902,5.290531,5.354836,5.177488,5.179019,5.206059,5.267688,5.388694,5.09422,5.292657,5.204052,5.24835,5.178986,5.234806,5.286097,5.161411,5.431485,5.500773,5.404842,5.46053,5.472074,5.31823,5.173396,5.09703,5.26598,5.276039,5.269323,5.317022,5.385302,5.48353,5.24074,5.242258,5.167778,5.497126,5.338493,5.365138,5.370867,5.318684,5.420036,5.377757,5.390564,5.527964,5.254754,5.391281,5.480582,5.501627,5.480302,5.412179,5.480159,5.475144,5.499402,5.436861,5.263769,5.191294,5.377003,5.225099,5.390719,5.491185,5.344584,5.305235,5.29739,5.264231,5.444741
"mean_NH_F13","num","Nuclear","Nuclear",5.257795,5.402189,5.406133,5.374171,5.252925,5.237595,5.366881,5.293083,5.424255,5.331652,5.317985,5.473184,5.42333,5.379612,5.31731,5.416379,5.375021,5.454432,5.421795,5.400301,5.293906,5.336,5.33447,5.323358,5.24507,5.447436,5.38753,5.38322,5.258832,5.439901,5.310403,5.269214,5.263586,5.346331,5.303197,5.277623,5.338012,5.184792,5.185396,5.212918,5.262642,5.371843,5.105807,5.284202,5.217274,5.249165,5.191959,5.227846,5.282101,5.177119,5.408291,5.464879,5.371377,5.438844,5.424358,5.317527,5.19232,5.100842,5.26745,5.271375,5.273341,5.298367,5.356361,5.462394,5.249684,5.248123,5.176406,5.464206,5.322246,5.349304,5.35965,5.29273,5.390864,5.36395,5.370097,5.509832,5.244125,5.374786,5.458388,5.480873,5.455364,5.392348,5.455807,5.450773,5.477694,5.421056,5.252201,5.195478,5.36249,5.232564,5.372594,5.472322,5.321528,5.296687,5.298548,5.264721,5.423929
"75thPercentile_NH_F13","num","Nuclear","Nuclear",5.409224,5.52633,5.53273,5.514024,5.393171,5.371611,5.499993,5.440664,5.540677,5.47352,5.454999,5.568903,5.544436,5.518484,5.454481,5.544237,5.513523,5.580411,5.540299,5.532624,5.440727,5.485241,5.472532,5.459252,5.392203,5.566457,5.51566,5.513086,5.379189,5.567197,5.454339,5.415352,5.406194,5.493853,5.446162,5.435098,5.477963,5.304638,5.290386,5.354189,5.399387,5.499837,5.234465,5.453968,5.37222,5.375843,5.343019,5.40003,5.471815,5.309395,5.537807,5.588636,5.537845,5.559252,5.572196,5.457877,5.364817,5.231658,5.39676,5.454363,5.480539,5.492695,5.511936,5.571445,5.413339,5.408108,5.305109,5.59786,5.49296,5.505731,5.513493,5.471746,5.54026,5.52789,5.522297,5.60544,5.397211,5.501923,5.578968,5.592455,5.577662,5.53313,5.582953,5.578675,5.593878,5.521403,5.405833,5.33018,5.485801,5.362165,5.488079,5.581455,5.477151,5.443132,5.438708,5.382137,5.532925
"90thPercentile_NH_F13","num","Nuclear","Nuclear",5.538198,5.602257,5.609176,5.599262,5.509603,5.49656,5.585356,5.553263,5.614572,5.569109,5.551284,5.626345,5.616226,5.60308,5.551807,5.617988,5.602713,5.646401,5.622789,5.611545,5.548421,5.575835,5.566315,5.554707,5.520529,5.635478,5.596634,5.593574,5.488611,5.635077,5.564297,5.528872,5.533156,5.583847,5.550608,5.553014,5.573123,5.434721,5.400488,5.494148,5.513892,5.585568,5.369714,5.564242,5.519226,5.489333,5.497201,5.520886,5.582803,5.45575,5.619423,5.652142,5.616431,5.631756,5.636706,5.572996,5.529374,5.366475,5.512011,5.57225,5.594281,5.594802,5.595368,5.636911,5.556873,5.550011,5.444304,5.666287,5.600629,5.600934,5.611732,5.581326,5.618669,5.616724,5.611754,5.664164,5.513333,5.585237,5.652329,5.662107,5.6493,5.618695,5.655329,5.651758,5.665445,5.586203,5.513634,5.452439,5.565381,5.476692,5.562166,5.64899,5.568287,5.544344,5.537786,5.491779,5.598345
"95thPercentile_NH_F13","num","Nuclear","Nuclear",5.595489,5.638054,5.646019,5.641024,5.5713,5.5624,5.624791,5.604522,5.65115,5.614255,5.60158,5.657005,5.651391,5.645396,5.598935,5.655561,5.647028,5.680259,5.647956,5.650856,5.597917,5.623372,5.61246,5.602034,5.583706,5.673478,5.635847,5.630489,5.548311,5.669791,5.616632,5.589477,5.593141,5.627024,5.603701,5.608043,5.62282,5.512675,5.470923,5.567568,5.573895,5.626558,5.445967,5.61674,5.581909,5.55355,5.575752,5.579994,5.629862,5.54389,5.655965,5.683477,5.657167,5.667172,5.66967,5.629154,5.595371,5.452924,5.575175,5.620019,5.638896,5.642804,5.636948,5.670774,5.615137,5.610704,5.534362,5.699284,5.640574,5.641999,5.657522,5.637245,5.659436,5.658127,5.650049,5.694305,5.572228,5.629615,5.690875,5.697522,5.687681,5.659953,5.692164,5.688659,5.701689,5.622619,5.564978,5.51986,5.605884,5.532391,5.598734,5.685531,5.613059,5.59641,5.585537,5.553631,5.631916
"99thPercentile_NH_F13","num","Nuclear","Nuclear",5.679125,5.700665,5.708486,5.709383,5.663297,5.65103,5.689984,5.67167,5.710174,5.683584,5.687047,5.708361,5.706957,5.709738,5.675413,5.713705,5.711216,5.73661,5.712143,5.710913,5.676406,5.688736,5.685752,5.675964,5.666002,5.729783,5.699957,5.6943,5.638181,5.725282,5.694645,5.679329,5.679425,5.698499,5.67701,5.684935,5.702659,5.665176,5.596651,5.661599,5.665788,5.692,5.591078,5.700791,5.67353,5.646287,5.67894,5.672129,5.702619,5.667658,5.726255,5.73658,5.717907,5.730101,5.7232,5.706152,5.68233,5.592717,5.665134,5.691556,5.706913,5.712227,5.702246,5.726283,5.695127,5.692769,5.664626,5.755751,5.711186,5.708662,5.725047,5.709486,5.719657,5.718862,5.713952,5.745878,5.668604,5.694739,5.754369,5.753753,5.750015,5.723073,5.750831,5.751718,5.759603,5.683164,5.653804,5.619118,5.670919,5.623303,5.663457,5.745963,5.683682,5.676061,5.663409,5.650893,5.691252
"maximum_NH_F13","num","Nuclear","Nuclear",5.782156,5.817095,5.806014,5.817913,5.78306,5.799241,5.774282,5.800304,5.833239,5.803319,5.826033,5.830133,5.821525,5.821093,5.837471,5.820195,5.811513,5.839128,5.76481,5.837544,5.805273,5.785232,5.832735,5.789094,5.775637,5.851236,5.793268,5.820914,5.771383,5.830299,5.813852,5.813742,5.818778,5.818237,5.786413,5.797738,5.826371,5.757834,5.772449,5.796189,5.81623,5.806803,5.749201,5.833984,5.814698,5.819818,5.791002,5.801547,5.799531,5.78692,5.825792,5.881161,5.82919,5.836491,5.823715,5.79999,5.786728,5.729863,5.818612,5.810769,5.812236,5.823107,5.815018,5.812732,5.792984,5.78993,5.820371,5.858819,5.809786,5.812878,5.856073,5.854306,5.801196,5.823269,5.835906,5.822877,5.805462,5.828141,5.863922,5.864157,5.866258,5.844092,5.87719,5.861007,5.874949,5.776693,5.744914,5.753043,5.809117,5.765081,5.766796,5.845054,5.822386,5.794334,5.762181,5.797475,5.794921
"entropy_NH_F13","num","Nuclear","Nuclear",5.13902,5.377712,5.32192,5.150842,5.294443,5.178173,5.043985,4.888047,5.392475,5.099896,5.267348,5.612709,5.349558,5.048356,5.304187,5.213506,5.072994,5.293228,3.334265,5.21846,5.324554,4.104329,5.273856,5.372704,5.039172,5.410438,5.128196,5.319659,5.418148,5.243907,5.095437,5.286416,5.004622,5.049801,5.073618,5.061723,5.026877,3.984869,5.019451,5.10639,5.416802,5.110743,4.362896,4.853229,5.036671,4.864093,4.754806,4.713629,4.923302,4.63708,4.408838,5.426202,4.787051,5.268306,5.172828,4.969194,4.690296,3.878114,5.304646,4.719072,4.937106,4.811279,5.128684,5.260443,4.846589,4.997319,5.148008,5.068172,4.682444,5.068716,5.080729,4.949463,4.993093,5.021086,5.036503,4.810025,4.9443,5.276087,5.355155,5.25244,5.17534,5.341202,5.280229,5.245099,5.424514,5.162944,4.906903,4.783474,4.912834,5.128611,4.75651,5.223872,5.261201,5.175784,4.922506,5.357856,5.345861
